,MAE,RMSE,WAPE
3.0,27.954758250741893,42.619200565444366,0.4464223188337729
0.0,8.949218446613967,13.616225746245815,0.4832597766900096
2.0,0.21415152738487633,0.4287575725232105,1.8551351248015213
